movieid,title,year,genres,Currency,Budget,Adjusted_Budget,Gross_Revenue,Adjusted_Gross_Revenue,Additional_Data,Copyright
1915498,End of Days (1999),1999,"Action, Horror, Thriller",USD,"83,000,000.00","155,707,791.72","66,862,068.00","125,433,071.78","1,250,275 (France) (18 January 2000) | 1,201,503 (France) (11 January 2000) | 1,091,384 (France) (4 January 2000) | 814,315 (France) (28 December 1999) | 511,835 (France) (21 December 1999) | 327,337 (Netherlands) (31 December 2000) | 194,208 (Netherlands) (31 December 1999)",
2166642,Mein liebster Feind - Klaus Kinski (1999),1999,"Biography, Documentary",,,,"95,612.00","179,367.87",,©1999 Werner Herzog Filmproduktion/Café Production/Zephir Film
2125639,Liberty Heights (1999),1999,"Drama, Music, Romance",,,,"3,732,398.00","7,001,969.28",,"Warner Bros., 1999"
2457464,The Matrix (1999),1999,"Action, Adventure, Sci-Fi",USD,"63,000,000.00","118,187,841.90","171,479,930.00","321,695,918.36","178,659 (Germany) (25 May 2003) (re-release) | 3,194,163 (Germany) (18 July 1999) | 2,866,516 (Germany) (11 July 1999) | 2,413,899 (Germany) (4 July 1999) | 1,844,588 (Germany) (27 June 1999) | 671,737 (Netherlands) (31 December 2000) | 667,449 (Netherlands) (31 December 1999) | 2,936,830 (Spain) (10 March 2003) | 2,936,102 (Spain) (31 December 2001) | 465,677 (Sweden) (30 December 1999) | 462,844 (Sweden) (25 November 1999) | 452,577 (Sweden) (28 October 1999) | 432,039 (Sweden) (30 September 1999) | 362,039 (Sweden) (26 August 1999) | 225,869 (Sweden) (29 July 1999)","Warner Bros. - U.S., Canada, Bahamas & Bermuda; Village Roadshow Films (BVI) Limited - All Other Territories"
2180698,Molly (1999),1999,"Comedy, Drama, Romance",USD,"21,000,000.00","39,395,947.30","15,593.00","29,252.43",,
1729026,Angela's Ashes (1999),1999,Drama,USD,"25,000,000.00","46,899,937.26","13,038,660.00","24,460,493.44","59,280 (Netherlands) (31 December 2001) | 58,176 (Netherlands) (31 December 2000)",
2412918,The Big Tease (1999),1999,Comedy,USD,"4,000,000.00","7,503,989.96","185,577.00","348,141.99",,© 1999 Warner Bros. (on print)
2232299,One Man's Hero (1999),1999,"Action, Drama, History, Romance, War, Western",USD,"11,350,000.00","21,292,571.52","229,311.00","430,186.86",,
2388125,Sweet and Lowdown (1999),1999,"Comedy, Drama, Music",USD,"29,750,000.00","55,810,925.34","4,196,621.00","7,872,850.46","20,696 (Netherlands) (31 December 2001) | 20,546 (Netherlands) (31 December 2000) | 382,308 (Spain) (15 April 2003)","Copyright © 1999 Magnolia Productions, Inc, and Sweetland Films, B.V. (on print)"
2031463,In Too Deep (1999),1999,"Crime, Drama, Thriller",USD,"7,000,000.00","13,131,982.43","14,003,141.00","26,269,857.38",,
2384735,Superstar (1999),1999,Comedy,USD,"14,000,000.00","26,263,964.87","30,628,981.00","57,459,891.49",,
2413799,The Blair Witch Project (1999),1999,"Horror, Mystery",USD,"60,000.00","112,559.85","140,539,099.00","263,650,997.05","366,884 (Argentina) (28 December 1999) | 274,020 (Netherlands) (31 December 2000) | 249,528 (Netherlands) (31 December 1999)",© 1999 Haxan Films Inc.
2414571,The Bone Collector (1999),1999,"Crime, Drama, Mystery, Thriller",USD,"48,000,000.00","90,047,879.55","66,488,090.00","124,731,489.99","360,872 (Netherlands) (31 December 2000)",Columbia Pictures Industries Inc.
2574730,Wonderland (1999),1999,Drama,,,,"413,595.00","775,903.18","15,240 (Netherlands) (31 December 2001) | 10,547 (Netherlands) (31 December 2000)",
1891803,Dreaming of Joseph Lees (1999),1999,"Drama, Romance",GBP,"2,000,000.00","3,751,994.98","7,680.00","14,407.66",,
2470769,The Rage: Carrie 2 (1999),1999,"Horror, Sci-Fi, Thriller",USD,"21,000,000.00","39,395,947.30","17,757,087.00","33,312,250.65","3,579 (Netherlands) (31 December 1999) | 207,823 (Spain) (13 July 2001)",
1785529,Bowfinger (1999),1999,Comedy,USD,"55,000,000.00","103,179,861.98","66,365,290.00","124,501,117.50","479,047 (Germany) (7 November 1999) | 164,307 (Netherlands) (31 December 2000) | 65,392 (Netherlands) (31 December 1999)","Universal Studios, 1999 (on print)"
1892794,Drive Me Crazy (1999),1999,"Comedy, Drama, Romance",USD,"8,000,000.00","15,007,979.92","17,843,379.00","33,474,134.23",,
1726761,Analyze This (1999),1999,"Comedy, Crime",USD,"30,000,000.00","56,279,924.72","106,694,016.00","200,157,706.27","1,148,208 (Germany) (11 July 1999) | 1,119,582 (Germany) (4 July 1999) | 1,080,695 (Germany) (27 June 1999) | 924,112 (Germany) (13 June 1999) | 780,157 (Germany) (6 June 1999) | 553,935 (Germany) (30 May 1999) | 188,486 (Netherlands) (31 December 2000) | 184,592 (Netherlands) (31 December 1999) | 1,216,178 (Spain) (20 December 2002)",
2383350,Sunshine (1999),1999,"Drama, History, Romance, War",,,,"5,095,981.00","9,560,047.57","7,107 (Netherlands) (31 December 2003)",
1673848,10 Things I Hate About You (1999),1999,"Comedy, Drama, Romance",USD,"16,000,000.00","30,015,959.85","38,176,108.00","71,618,282.81","519,175 (Germany) (7 November 1999) | 146,938 (Netherlands) (31 December 1999)",
1859542,Deep Blue Sea (1999),1999,"Action, Sci-Fi, Thriller",USD,"78,000,000.00","146,327,804.26","73,648,142.00","138,163,729.58","726,243 (Germany) (7 November 1999) | 320,811 (Netherlands) (31 December 2000) | 308,321 (Netherlands) (31 December 1999)",
2452983,The Loss of Sexual Innocence (1999),1999,Drama,USD,"4,000,000.00","7,503,989.96","399,793.00","750,010.66",,
2258957,Phörpa (1999),1999,"Comedy, Sport",,,,"1,067,773.00","2,003,139.47","10,023 (Netherlands) (31 December 2001) | 9,938 (Netherlands) (31 December 2000)",
1979883,Guinevere (1999),1999,"Drama, Romance",USD,"2,600,000.00","4,877,593.48","614,202.00","1,152,241.41",,"1999 Lifework Productions, Inc. (on print)"
2453494,The Love Letter (1999),1999,"Comedy, Drama, Romance",USD,"15,000,000.00","28,139,962.36","8,276,228.00","15,526,182.96",648 (Netherlands) (31 December 2000),
2396330,Tarzan (1999),1999,"Adventure, Animation, Drama, Family, Romance",USD,"130,000,000.00","243,879,673.77","171,085,177.00","320,955,362.72","5,656,030 (Germany) (31 December 2000) | 874,116 (Netherlands) (31 December 2000) | 511,308 (Netherlands) (31 December 1999) | 827,688 (Sweden) (30 December 1999) | 331,155 (Sweden) (25 November 1999) | 202,824 (Sweden) (14 November 1999)",
2379184,Stuart Little (1999),1999,"Adventure, Animation, Comedy, Family, Fantasy",USD,"133,000,000.00","249,507,666.24","140,015,224.00","262,668,208.86","225,546 (Denmark) | 393,375 (Netherlands) (31 December 2001) | 393,157 (Netherlands) (31 December 2000)",
1724880,An Ideal Husband (1999),1999,"Comedy, Romance",USD,"14,000,000.00","26,263,964.87","18,535,191.00","34,771,971.80","20,288 (Netherlands) (31 December 2001) | 20,100 (Netherlands) (31 December 2000)",
2381332,Sugar Town (1999),1999,"Comedy, Music",USD,"250,000.00","468,999.37","177,840.00","333,627.39",,
2382368,Summer of Sam (1999),1999,"Crime, Drama, Romance, Thriller",USD,"22,000,000.00","41,271,944.79","19,283,782.00","36,176,326.64","1,309 (Netherlands) (31 December 2001) | 1,252 (Netherlands) (31 December 2000)",(1999) Touchstone Pictures
2095320,La lengua de las mariposas (1999),1999,"Drama, Music, War",,,,"2,086,098.00","3,913,514.61","81,607 (France) (27 March 2001) | 42,001 (France) (20 March 2001)",
2414767,The Boondock Saints (1999),1999,"Action, Crime, Thriller",USD,"7,000,000.00","13,131,982.43","25,812.00","48,423.25",,
2177244,Miss Julie (1999),1999,Drama,,,,"13,107.00","24,588.70",895 (Netherlands) (31 December 2000),
1893210,Drop Dead Gorgeous (1999),1999,Comedy,USD,"10,000,000.00","18,759,974.91","10,561,238.00","19,812,855.99","9,372 (Netherlands) (31 December 2000)",
2412676,The Big Kahuna (1999),1999,"Comedy, Drama",,,,"3,150,107.00","5,909,592.83",,1999 Franchise Pictures LLC (on print)
2458858,The Minus Man (1999),1999,"Crime, Drama, Mystery, Thriller",,,,"368,808.00","691,882.88",,"©1999 the shooting gallery, inc. all rights reserved (on print)"
2397663,Tea with Mussolini (1999),1999,"Comedy, Drama, War",USD,"12,000,000.00","22,511,969.89","14,348,123.00","26,917,042.74","37,953 (Netherlands) (31 December 2000) | 31,189 (Netherlands) (31 December 1999)",
2463620,The Omega Code (1999),1999,"Action, Adventure, Drama, Thriller",USD,"7,500,000.00","14,069,981.18","12,610,552.00","23,657,363.91",,
2406308,The Adventures of Elmo in Grouchland (1999),1999,"Adventure, Comedy, Family, Fantasy, Musical",USD,"17,000,000.00","31,891,957.34","11,634,458.00","21,826,214.01",,
1952201,Friends & Lovers (1999),1999,"Comedy, Drama, Romance",,,,"94,633.00","177,531.27",,"Friends & Lovers, Inc., 1998 (on print)"
2460384,The Mummy (1999),1999,"Action, Adventure, Fantasy",USD,"80,000,000.00","150,079,799.24","155,247,825.00","291,244,530.11","144,406 (Finland) (19 August 1999) | 4,874,660 (Germany) (31 December 1999) | 4,295,597 (Germany) (18 July 1999) | 4,093,721 (Germany) (11 July 1999) | 3,821,130 (Germany) (4 July 1999) | 3,498,928 (Germany) (27 June 1999) | 2,250,171 (Germany) (13 June 1999) | 1,191,063 (Germany) (6 June 1999) (opening weekend) | 563,273 (Netherlands) (31 December 1999) | 3,696,652 (Spain) (30 June 2001) | 110,177 (Sweden) (29 July 1999)","Universal Studios, 1999 (on print)"
2411762,The Best Man (1999),1999,"Comedy, Drama",USD,"9,000,000.00","16,883,977.41","34,074,895.00","63,924,417.51",,Copyright © 1999 Universal Studios
2462595,The Ninth Gate (1999),1999,"Mystery, Thriller",USD,"38,000,000.00","71,287,904.64","18,653,746.00","34,994,380.69","1,392,276 (France) (12 October 1999) | 1,356,331 (France) (5 October 1999) | 1,294,357 (France) (29 September 1999) | 1,192,446 (France) (21 September 1999) | 1,030,591 (France) (14 September 1999) | 833,419 (France) (7 September 1999) | 499,344 (France) (31 August 1999) | 71,933 (Netherlands) (31 December 2001) | 71,500 (Netherlands) (31 December 2000) | 1,339,000 (Spain)",
1944862,Foolish (1999),1999,"Comedy, Drama",USD,"2,000,000.00","3,751,994.98","6,026,908.00","11,306,464.28",,
2023228,Idle Hands (1999),1999,"Comedy, Horror, Thriller",USD,"20,000,000.00","37,519,949.81","4,002,955.00","7,509,533.53",,
2233552,Onegin (1999),1999,"Drama, Romance",USD,"14,000,000.00","26,263,964.87","206,128.00","386,695.61",,
2460492,The Muse (1999),1999,Comedy,USD,"15,000,000.00","28,139,962.36","11,614,236.00","21,788,277.59",,
2187739,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",1999,"Biography, Documentary",,,,"495,318.00","929,215.33",,
2409105,The Astronaut's Wife (1999),1999,"Drama, Sci-Fi, Thriller",USD,"75,000,000.00","140,699,811.79","10,654,581.00","19,987,967.22","44,142 (Netherlands) (31 December 2000) | 43,973 (Netherlands) (31 December 1999) | 268,392 (Spain)",
2127843,Light It Up (1999),1999,Drama,USD,"13,000,000.00","24,387,967.38","5,871,603.00","11,015,112.49","4,016 (Spain) (10 August 2002) | 2,500 (Spain) (25 June 2001)",
1732858,Anywhere But Here (1999),1999,"Comedy, Drama",USD,"23,000,000.00","43,147,942.28","18,653,615.00","34,994,134.93",,Twentieth Century Fox Film Corporation
1776407,Blast from the Past (1999),1999,"Comedy, Drama, Romance, Sci-Fi",USD,"35,000,000.00","65,659,912.17","26,494,611.00","49,703,823.75","50,691 (Netherlands) (31 December 1999)",Copyright © MCMXCVIII New Line Cinema Corporation. All Rights Reserved. (on print)
1786124,Boys Don't Cry (1999),1999,"Biography, Drama",USD,"2,000,000.00","3,751,994.98","11,533,945.00","21,637,651.88","17,257 (Netherlands) (31 December 2001) | 16,811 (Netherlands) (31 December 2000)",©1999 Copyright Twentieth Century Fox Film Corporation. All Rights Reserved. (on print)
2240936,Outside Providence (1999),1999,"Comedy, Drama, Romance",USD,"7,000,000.00","13,131,982.43","7,292,175.00","13,680,102.00","2,864 (Netherlands) (31 December 1999)",Copyright© 1999 OUTSIDE L.P. All Rights Reserved (on print)
2464545,The Other Sister (1999),1999,"Comedy, Drama, Romance",USD,"35,000,000.00","65,659,912.17","27,797,271.00","52,147,610.64",,
2397781,Teaching Mrs. Tingle (1999),1999,"Comedy, Thriller",USD,"13,000,000.00","24,387,967.38","8,946,237.00","16,783,118.16","147,893 (Germany) (31 May 2000) | 26,165 (Netherlands) (31 December 2000)",
2030303,In Dreams (1999),1999,"Drama, Fantasy, Thriller",USD,"30,000,000.00","56,279,924.72","11,347,909.00","21,288,648.81","3,057 (Netherlands) (31 December 1999)","Copyright © 1999 DreamWorks, LLC. and Amblin Entertainment, Inc. All rights reserved. [on Screen]"
1889253,Doug's 1st Movie (1999),1999,"Animation, Comedy, Family",USD,"5,000,000.00","9,379,987.45","19,421,271.00","36,434,255.66","5,017 (Netherlands) (31 December 1999)",
1781295,Body Shots (1999),1999,Drama,,,,"239,894.00","450,040.54",51 (Netherlands) (31 December 2001),"Copyright ©MCMXCIX New Line Productions, Inc. All Rights Reserved. (on print)"
1888823,Double Jeopardy (1999),1999,"Crime, Mystery, Thriller",USD,"70,000,000.00","131,319,824.34","116,735,231.00","218,995,000.41","411,335 (Germany) (31 December 2000) | 149,974 (Netherlands) (31 December 2000)",TM & Copyright ©MCMXCIX by MFP Munich Film Partners GmbH & Co. I. Produktions KG All Rights Reserved. (on print)
2459369,The Mod Squad (1999),1999,"Action, Crime, Thriller",USD,"50,000,000.00","93,799,874.53","13,260,050.00","24,875,820.52","8,579 (Netherlands) (31 December 1999)",
1993553,Held Up (1999),1999,Comedy,USD,"8,000,000.00","15,007,979.92","4,692,814.00","8,803,707.29",,"(1999) Trimark Pictures, Inc."
1779757,Blue Streak (1999),1999,"Action, Comedy, Crime, Thriller",USD,"65,000,000.00","121,939,836.89","68,518,533.00","128,540,595.96","210,027 (Netherlands) (31 December 2000) | 155,184 (Netherlands) (31 December 1999)",
2404844,The 24 Hour Woman (1999),1999,Comedy,USD,"2,500,000.00","4,689,993.73","109,148.00","204,761.37",,
2128890,Limbo (1999),1999,"Adventure, Drama, Thriller",USD,"8,000,000.00","15,007,979.92","1,997,807.00","3,747,880.92",,
2104410,Lake Placid (1999),1999,"Action, Comedy, Horror, Sci-Fi, Thriller",USD,"27,000,000.00","50,651,932.24","31,768,374.00","59,597,389.90","32,867 (Netherlands) (31 December 2000) | 382,794 (Spain)",© 1999 Phoenix Pictures Inc. All Rights Reserved (on print)
1730640,Anna and the King (1999),1999,"Comedy, Drama, History, Romance",USD,"75,000,000.00","140,699,811.79","39,251,128.00","73,635,017.63","1,206,020 (Germany) | 194,414 (Netherlands) (31 December 2001) | 194,185 (Netherlands) (31 December 2000) | 1,547,334 (Spain) (10 August 2002)",
1736211,Arlington Road (1999),1999,"Mystery, Thriller",USD,"21,500,000.00","40,333,946.05","24,362,501.00","45,703,990.74","264,630 (Netherlands) (31 December 1999)",
2464635,The Out-of-Towners (1999),1999,Comedy,USD,"40,000,000.00","75,039,899.62","28,535,768.00","53,533,029.16","10,033 (Netherlands) (31 December 1999) | 95,331 (Spain) (30 June 2001)","Paramount Pictures Corporation, 1999"
2404464,The 13th Warrior (1999),1999,"Action, Adventure, Fantasy, Horror, Mystery, Thriller",USD,"85,000,000.00","159,459,786.70","32,694,788.00","61,335,340.24","1,095,392 (France) (29 September 1999) | 1,060,946 (France) (21 September 1999) | 1,001,363 (France) (14 September 1999) | 915,289 (France) (7 September 1999) | 747,034 (France) (31 August 1999) | 496,127 (France) (24 August 1999) | 704,680 (Germany) (31 December 1999) | 62,487 (Netherlands) (31 December 1999)",Copyright ©MCMXCIX Touchstone Pictures All Rights Reserved (on print)
1741682,At First Sight (1999),1999,"Drama, Romance",USD,"60,000,000.00","112,559,849.43","22,326,247.00","41,883,983.35","4,402,585 (USA) (1999) | 30,447 (UK) (1999) | 81,796 (Belgium) (1999) | 11,649 (Bulgaria) (1999) | 132,062 (France) (1999) | 21,704 (Germany) (13 June 1999) | 67,027 (Germany) (1999) | 34,853 (Hungary) (1999) | 215,630 (Italy) (1999) | 4,093 (Netherlands) (31 December 1999) | 39,525 (Poland) (1999) | 25,027 (Romania) (1999) | 179,554 (Spain) (30 June 2001) | 4,248 (Sweden) (1999)",
1987126,"Happy, Texas (1999)",1999,"Comedy, Crime, Romance",USD,"1,700,000.00","3,189,195.73","1,943,649.00","3,646,280.65",,"Happy Texas Investors LLC, 1999 (on print)"
1958267,Galaxy Quest (1999),1999,"Adventure, Comedy, Sci-Fi",USD,"45,000,000.00","84,419,887.07","71,423,726.00","133,990,730.74","23,575 (Netherlands) (31 December 2001) | 23,471 (Netherlands) (31 December 2000)",DreamWorks LLC
2447164,The King and I (1999),1999,"Animation, Family, Fantasy, Musical",,,,"11,956,538.00","22,430,435.28","73,844 (Netherlands) (31 December 1999) | 206,329 (Spain) (30 June 2001)",
2224890,October Sky (1999),1999,"Biography, Drama, Family",,,,"32,481,825.00","60,935,822.19",,
1792363,Buddy Boy (1999),1999,"Drama, Thriller",,,,"10,281.00","19,287.13",,
1768389,Bicentennial Man (1999),1999,"Drama, Fantasy, Romance, Sci-Fi",USD,"100,000,000.00","187,599,749.05","58,220,776.00","109,222,029.67","24,805 (Netherlands) (31 December 2000)",
2483957,The Talented Mr. Ripley (1999),1999,"Crime, Drama, Thriller",USD,"40,000,000.00","75,039,899.62","81,292,135.00","152,503,841.26","15,379,358 (USA) | 1,553,297 (UK) | 170,364 (Netherlands) (31 December 2001) | 170,146 (Netherlands) (31 December 2000) | 606,402 (Spain) (31 December 2000)","Paramount Pictures Corporation and Miramax Film Corp., 1999 (on print)"
2367921,Splendor (1999),1999,Comedy,,,,"45,703.00","85,738.71",,
2571296,Wing Commander (1999),1999,"Action, Adventure, Sci-Fi",USD,"30,000,000.00","56,279,924.72","11,576,087.00","21,716,710.16",,Copyright MCMXCVIII by Wing Commander Productions
1721568,American Beauty (1999),1999,Drama,USD,"15,000,000.00","28,139,962.36","130,058,047.00","243,988,569.80","340,965 (Denmark) | 4,010,034 (Germany) (16 November 2003) | 3,990,820 (Germany) (31 December 2000) | 636,477 (Netherlands) (31 December 2001) | 634,772 (Netherlands) (31 December 2000) | 4,105,424 (Spain) | 625,917 (Switzerland)",1999 Dreamworks LLC (onprint)
2169865,Message in a Bottle (1999),1999,"Drama, Romance",USD,"80,000,000.00","150,079,799.24","52,799,004.00","99,050,799.01","210,996 (Netherlands) (31 December 1999)",
1945579,For Love of the Game (1999),1999,"Drama, Romance, Sport",USD,"80,000,000.00","150,079,799.24","35,168,395.00","65,975,820.77","69,689 (Germany) | 5,098 (Netherlands) (31 December 2000)",
2449330,The Last September (1999),1999,"Drama, History, Romance",,,,"469,974.00","881,670.04",,"The Matrix Films ""Last September"" Partnership, Scala Thunder Limited and IMA Films SA, 1999 (on print)"
1942058,Flawless (1999),1999,"Comedy, Crime, Drama",USD,"15,000,000.00","28,139,962.36","4,485,485.00","8,414,758.60","16,764 (Netherlands) (31 December 2001) | 16,620 (Netherlands) (31 December 2000)",
2230732,On the Ropes (1999),1999,"Documentary, Drama, Sport",,,,"47,074.00","88,310.71",,
